epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.6986,1.31892,2.41134,1.04096,0.73604,0.19104,0.55824,0.28344,1.40427,2.40281,1.03968,0.00032,0.00032,0.00032
